,rating,text
57,5,"Открыли отличный магазин в нашем районе, жители очень рады ,теперь у нас тоже есть пятёрочка. Магазин большой, выбор товара огромный, чистота, порядок, приятно радуют акции, персонал добродушный."
58,5,"Очень приветливый и отзывчивый персонал. Выбор хороший,есть всё необходимое. Чисто. Кассиры хорошие,но всего два человека на весь магазин это очень мало. Они ещё  и доставку должны собирать, не успевают везде всё сделать."
59,5,"Большой магазин, выбор товаров большой, скидки и акции как и во всех магазинах этого бренда."
60,5,"Очень доволен появлению такого замечательного магазина! Посёлок разрастается и строительство культурных современных торговых точек с большим разнообразным выбором товаров очень даже во время и к месту. Выбор в самом магазине достаточный, чтобы остался удовлетворён любой житель посёлка. Единственная недоработка - это маленькая площадка для машин. Машины встают на пешеходном переходе чётко под знаком. "
61,5,"Отличный магазин, стараются без очередей работать. Продавцы вежливые все, приветливые. Просрочку снимают с полок постоянно. В магазине всегда чисто. В городе не заезжаю в магазин, знаю , что по дороге домой заеду в мой любимый магазин)🤗"
62,5,"Вежливый персонал, очень чисто, хороший выбор, доброжелательная атмосфера. Быстрое, четкое обслуживание. Свежий, качественный товар. Грамотное расположение зон. Очень классный магазин. Спасибо🙏💕"
63,5,"Приятно всегда заходить! Чисто, вежливый персонал, всегда приходящий на помощь! Полки изобильно наполнены. Ценник почти всегда на своем месте (маркетинговый ход любых магазинов эконом уровня). Товар не залежалый, но качество оставляет желать лучшего (скумбрия совсем не понравилась)"
64,5,"Самый терпеливый и вежливый персонал, всегда есть, что перекусить, ну во всяком случае на мой вкус и предпочтение. В магазине порядок."
65,5,"Очень вкусные продукты всё вкусно не просроченные рядом с домом всё хорошо жалоб нет чистота, порядок, Всë это тоже соблюдается"
66,5,"Очереди как и везде, есть кассы самообслуживания, помимо них работают 1-2 кассы обычные. Банкомат и аптека внутри, заходила с собакой, к счастью даже внимания не стали обращать)"
67,5,Прекрасный магазин очередей нет продавцы доброжелательны!!! Ассортимент товара огромный можно найти даже те товары которых нет в городских пятерочках!
68,5,"Очень хороший магазин. Есть парковка для грузовиков, выбор товара большой, много местного товара, персонал вежливый и отзывчивый, всегда обновляют товар,много раз там был редкий случай когда какой-то товар отсутствует. Спасибо!!!"
69,5,"Отличный магазин, всё есть. Один из бюджетных магазинов в городе Сочи. Всем советую этот магазин.  Персонал вежлив, чисто и все организовано грамотно."
70,5,"Очень хороший магазин. Прекрасный персонал. Замечательный директор. В магазине чисто, качество продукции отличное."
71,5,"Удивительный магазин! Вроде обычная Пятёрочка, но это не совсем так. Подъезжая, уже издалека видно красивую неоновую подсветку. Огромная парковка вычищена от снега. А далее чудеса да и только.\nВ магазине чистота, как в операционной! А видели бы вы, как разложен товар на прилавках. Как раз на моих глазах женщины оформляли витрину со сладостями. Делали они это с такой любовью и внимательностью!\nЯ не видел Пятёрочки лучше. Пожалуй лучший магазин этой сети в Санкт-Петербурге и области. А может и в России?!)"
72,5,"Большой ассортимент товара. Радует  парковка  много места. Удобно ,что есть рядом кафе, аптека, цветочный магазин👍 и детская площадка."
73,5,"персонал вежливый), приличный выбор товара, цены среднии"
74,5,"Удобное место расположение. Кассиры вежливые, сроки годности всегда проверяются. Большой ассортимент продукции."
75,5,"магазин как магазин, все впринципе информативно понятно"
76,5,"Всё хорошо, всё круто. Очень удобно, ещё рядом находится пекарня, магазин хозяйственных товаров. Всегда есть скидки и акции, вежливый персонал."
77,5,"Магазин вписался в структуру станицы. Большой ассортимент товара. Особой изюминкой,  на мой взгляд, является \nсвежая горячая выпечка. Вежливый персонал.  Рекомендую."
78,5,"Очень рад, что данный магазин появился рядом с моим домом. Он большой по площади, следовательно и выбор продукции разнообразен и богат.\nМагазин чистый, между стеллажами достаточно места.\nОчень нравится местная выпечка, постоянно ее беру. А после 19:00 на нее действует скидка 20%.\nОчень радуют кассы самообслуживания, удобно, быстро, бесконтактно.\nВ сети данных магазинов приятные цены и хороший ассортимент продуктов. Пользуюсь их картой лояльности, на которой копятся баллы, которые затем можно использовать для оплаты при следующих покупках.\nНравятся акции, которые проводит данная сеть магазинов и у них частенько бывают скидки на самые ходовые товары.\nВот уж действительно: Пятёрочка выручает!"
79,5,"Добрый вечер всем. Всё понравилось ассортимент товаров очень большой, коллектив внимательный, приветливый"
80,5,"Очень чистый магазин, всё достаточно удобно и комфортно, всё на своём месте.\nРаз двадцать был в этом магазине, на полках и витринах всегда порядок. Руководитель наверное строгий 🙂😉 Рекомендую 👍👍👍"
81,5,"Живу рядом. Захожу часто. Все необходимое есть. Всё продавцы-кассиры хорошие, вежливые. Есть всегда скидки, иногда акции. Удачное расположение магазина"
82,5,"Всем Пятёрочкам Пятёрочка! Не ожидал. Большой выбор, чисто, просторно, вежливый персонал. Продукты свежие, овощи так и просятся в корзину. Радует наличие продуктов местного производства"
83,5,Недалеко от нашего дома эта Пятёрочка. Всегда аккуратно разложен товар. Видно все акции. Всё необходимое можно купить.
84,5,Чистота расположение  скидки и акции выбор товара парковка кассы
85,5,"Отличный, чистый магазин, очень вежливый и профессиональный коллектив!!! "
86,5,"Достойный выбор, чисто, персонал вежливый, кассы расположены не удобно, но это боль всех маленьких магазинов. \nРасположен по пути к дому, удобно, почти напротив остановки."
87,5,Чистый магазин. Очень приветливый персонал. Товар нужный в наличии.
88,5,Удобное расположение и приятный коллектив 
89,5,"Самый отзывчивый персонал, пришел надо было быстро купить зелёный горошек, объяснил администратору, встала на кассу и пробила меня одного, очередь мучает максимум 2 человека, обожаю этот магазин и цены топ. Распродажи просто огонь! Короче всем советую."
90,5,"Отличный магазин. Вежливый добрый персонал, большой выбор продуктов. Всë соответствует качеству; в магазине всегда чистота и порядок. \nПарковка удобная, мест всегда хватает. \nВсём рекомендую данный магазин"
91,5,"Отличный магазин, цены приятные, персонал хороший и отзывчивый, продукция свежая, всегда чистенько, очередей не заставала ниразу, всегда выгодные акции и скидки частенько проблëскивают."
92,5,В магазине чисто и хороший выбор товара ! Отличный кофе! Доброжелательный персонал! Всегда много скидок !
93,5,"Хорошие продавцы, добрые, обожаю этот магазин)"
94,5,Учтивый персонал. Все необходимое всегда в наличии. Уютно. Чисто. Удобно расположен.
95,5,"Отличный магазин для повседневных покупок  стандартного набора продуктов. Не очень большой ассортимент, но все необходимое имеется. Хорошие скидки и кэшбэк."
96,5,"Всё понравилось , чисто , быстрое обслуживание, свежие продукты , не было очереди , отзывчивый персонал . Ценники соответствуют цене товара . Сотрудники помогли найти нужный товар"
97,5,"5на Банникова,4- выше всяких похвал!Персонал-супер!Расположен в нашем доме, очень удобно,можно больше никуда не ходить.Постоянные скидки,никаких очередей,"
98,5,"Нравится данный магазин своим \nразнообразным  ассортиментом, доступными ценами, высоким качеством обслуживания. В одном месте можно сразу купить фактически весь набор самых необходимых продуктов питания и предметов первой необходимости. Меньше  нравятся сыры и колбасные изделия, но это скорее личные предпочтения. А вот молочные продукты, макаронные изделия, крупы, фрукты и корнеплоды беру только в этом магазине. \nВообще сеть магазинов ""Пятерочка действительно очень ""выручает"". :)"
99,5,"Отличный магазин,  всегда хожу именно туда. Приветливый персонал и свежесть на полках."
100,5,"Это прям край мира, не сразу вспомнил где находится этот магазин, и замечательно что он есть в той части города. Удобный для местных жителей где все можно купить в одном месте"
101,5,Большой выбор товара.Граммотно всё разложено и расставлено.Приятно совершать покупки.
102,5,"Расположение магазина, очень доступном месте и подход и стоянка для машины а на кассах милые женщины."
103,5,"Магазин удачно расположен на выезде из города. Есть места для парковки. Есть абсолютно все. Всегда актуальные цены, множество скидок, акций. Продукты всегда свежие. В магазине чистота и порядок. Отсутствует излишняя суета и сутолока, как в гипермаркетах. Времени на покупку необходимых товаров тратиться гораздо меньше. Есть кассы самообслуживания. Здесь пекут вкусные булочки, хлеб. Есть кофе машина. Персонал вежливый, отзывчивый. В магазине всегда чистота и порядок"
104,5,"Хорошая пятерочка рядом с домом, из самого главного:\n1) Очень добрый и приятный персонал, очень милые и веселые кассиры ( а охранники жуткие, но тоже добрые) \n2) Отсутствуют кассы самообслуживания\n3) Отсутствует своя выпечка\n4) Достаточно обширный выбор различных видов продуктов, но больше всего алкоголя, молочки и хоз.товаров"
105,5,"Уютный,чистый магазин. Всегда свежая продукция. Уютный. Все есть. Персонал вежлевый,добрый."
106,5,"Чисто,уютно,хороший выбор и без просрочки,это радует. Отличный персонал,вежливый и отзывчивый. Люблю ваш магазин, хотя вы мне не попути). Бываю регулярно и очень вами довольна) спасибо вам за ваш труд)💯"
107,5,"Очень нравится именно эта пятёрочка, хотя и не по пути. Но персонал отзывчивый (не надменный) всегда всё на месте, чисто. Расположение товара хорошо продумано. Ни разу не хотелось спросить где лежит что-то. Магазин очень нравится"
108,5,"Очень хороший магазин. Сотрудники приветлевы, всегда помогут, подскажут. "
109,5,Хорошее расположение. Угадали с местом. Обычная рядовая пятерка. Маркет как маркет . Персонал хороший. Чисто. Бывает выгодней у вас купить недели идти на базар😉😀
110,5,"Сеть Пятёрочка мне нравится. Единственный недостаток - нет ящиков, в которых можно оставить вещи. Устанешь объяснять, если с товаром из другого магазина зайдешь. А в остальном, всё хорошо."
111,5,Этой Пятерочке бы хорошего управляющего и было бы отлично
112,5,"Магазин очень большой, ассортимент огромный. Персонал хороший, касс много, очередей мало. Качество товаров хорошее. В магазине всегда чистота и порядок"
113,5,Парковка 5. Огромная стоянка рядом с магазином. Чистота 5. Отличный выбор продуктов. Персонал вежливый. Очередей практически нет. Тем более для пенсионеров большие скидки.
114,5,"Очень хороший, нужный магазин для приезжих, в 3 минутах от Ржд больницы. Все товары по доступным ценам. Приветливая касса. Хорошая локация. Перекресток у ж/д вокзала. Чисто -100, скидки, оплата электронная терминал\n, на кассе карта/ наличные"
115,5,"Отличный магазин, заходу каждый день. Продукты свежие, а так же магазин очень рядом, это очень радует!"
116,5,"Довольно большой магазин пятерочка с хорошим ассортиментом товаров. Есть отдел выпечки, присутствуют кассы самообслуживания. Очередей обычно нет. В магазине в целом чисто."
117,5,"Магазин чистый, товар весь в наличии, персонал вежливый.. Всё хорошо"
118,5,"Не буду расписывать все преимущества магазинов ""Пятёрочка"".. Все знают что в них огромный выбор и не дорого.Расскажу чем мне понравился этот магазин: во -первых очень удобный заезд с трассы, во-вторых магазин работает круглосуточно, в-третьих благодаря зоне самообслуживания в магазине нет очередей! Но больше всего мне понравилось, свежая выпечка из их пекарни и зерновой кофе) Обратите внимание на цены. Любезные продавцы помогли мне сделать капучино, т.к. я впервые у них в магазине готовила сама себе напиток) Благодарю! Лично от себя советую попробовать горячий пшеничный хлеб буханка стоит 59р. Он тот самый-вкус детства ммм...!!!"
119,5,"Отличный магазин,все есть, удобнее расположение магазина."
120,5,Вобщем доволен. Чисто. Просрочка не попадалась. Если цена на кассе на сответствует ценнику - продают по цене что на ценнике. Единственный минус - маленькая парковка.
121,5,"Вежливый персонал, широкий выбор товаров, доступные цены, отсутствие очередей на кассах, чистый магазин. Приятно посещать и делать покупки."
122,5,"Продавцы на кассе очень доброжелательны. Это приятно. Магазин чистый,за гигиеной магазина ответственно следят. Хочется, чтобы поскорее закончился ремонт. Снова пользоваться услугами магазина."
123,5,"Отличный моназин!!! Все свежее, просрока нет. Чисто. Вежливый персонал."
124,5,"Репина 5А... Каких только магазинов здесь не было! ""Родник"", ""Пеликан""... И вот пришла ""Пятёрочка"". Есть практически  все продукты. Раскладка удобная, ассортимент разнообразный, персонал тактичный, а про ароматы свежей выпечки даже и не стоит говорить: так вкусно!"
125,5,"очень хорошая Пятерочка,удобно расположена,большаяяс хорошей атмосферой..Есть кассы самообслуживания.В общем ходить можно."
126,5,"Очень нравится сеть Пятерочка,продукты всегда свежие,сроки годности сотрудники контролируют,товарное соседство соблюдается,температурный режим соблюдается,сотрудники всегда вежливые,отзывчивые"
127,5,"Хороший магазин, персонал вежливый, квалифицированный, выбор товаров максимальный для размера магазина, продукты свежие, упаковки не нарушены, вокруг чистота, посторонних запахов нет, подход к классам удобный."
128,5,"Хороший магазин ,с хорошим ассортиментом и обслуживанием!!!!В этом районе давно пора было открыть подобный магазин!!!!удобно ,чисто, приятно!!!Забигайте не пожалеете!!!!"
129,5,Каждый день свежие и качественные продукты выгодные и низкие цены хорошое обслуживание приветливые продавцы частые скидки большой выбор продуктов и в шаговой доступности
130,5,"Хороший магазин, приветливые кассиры и продавцы. Спасибо."
131,5,"Очень хороший магазин. Быть поситителем в нём одно удовольствие. Для подработок так же идеальное место. Руководство и персонал адекватные, я бы даже сказала добрые и отзывчивые. Люблю этот магаз. "
132,5,"Раньше не удобен был заеду и выезд. \nСейчас все наконец-то сделали.   \nСпасибо Вам за это.!\nПродукты всегда свежие,  персонал любезный  и вежливый. Если бываю в той стороне, обязательно захожу."
133,5,"Очень хороший, новый и уютный магазин, выпечка просто бомба когда работаю в такси заезжаю в эту пятёрочку, все свежее и горячее, персонал вежливый и всегда рады видеть своих покупателей, очень рад что в этом заброшенном поселке открыли новый и уютный магазин, ставлю оценку 10/10"
134,5,"Магазин чистый, аккуратно всё расставлено, просторный, персоонал отзывчивый и компетентный. Кофе Капучино очень вкусный , хотя и не дорогой. То что надо для магазина у дома."
135,5,"Большой магазин. Хороший персонал, отзывчивый. Ходить одно удовольствие 😌"
136,5,"Я живу рядом с магазином и мне часто приходится заходить за продуктами в магазин. Очень довольна обслуживанием все работники очень приветливы , всё понятно где что лежит , очередей на кассе практически не бывает , обслуживают быстро и вежливо. Очень нравиться выпечка и кофе. Всех женщин поздравляю с Поаздником Весны 8 Марта , желаю всем здоровья и в дальнейшем радовать нас хорошим обслуживанием.Галина Алексеевна."
137,5,"Очень хорошо и удобно расположен товар,ценники соответствуют. Много акций. Очередей нет,так как продавцы обслуживают быстро. Заходила в этот магазин много лет назад было всё уныло ,на данный момент очень все замечательно, может быть поменялся директор и продавцы.всем рекомендую теперь этот магазин."
138,5,"Небольшой выбор товаров, есть основное: молочка,хлеб, небольшой выбор замороженного мяса, крупы, консервы,вода. Из алкоголя только пиво. Хороший режим работы с 7:00 утра. Маленький выбор фруктов и овощей. Не помешает терминал самообслуживания."
